# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-07-14 12:22:32 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03253000 SOUTH FORK LICKING RIVER AT HAYES, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03253000
#    DD parameter   Description
#    02   00065     Gage height, feet
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
#     T  Value exceeds "standard difference" threshold.  
#     h  Value exceeds "high" threshold.  
#     ~  Value is a system interpolated value.  
# 
agency_cd	site_no	datetime	tz_cd	02_00065	02_00065_cd
USGS	03253000	2015-05-23 15:45	EDT	3.10	P
USGS	03253000	2015-05-23 16:00	EDT	3.11	P
USGS	03253000	2015-05-23 16:15	EDT	3.11	P
USGS	03253000	2015-05-23 16:30	EDT	3.09	P
USGS	03253000	2015-05-23 16:45	EDT	3.11	P
USGS	03253000	2015-05-23 17:00	EDT	3.10	P
USGS	03253000	2015-05-23 17:15	EDT	3.10	P
USGS	03253000	2015-05-23 17:30	EDT	3.10	P
USGS	03253000	2015-05-23 17:45	EDT	3.11	P
USGS	03253000	2015-05-23 18:00	EDT	3.09	P
USGS	03253000	2015-05-23 18:15	EDT	3.09	P
USGS	03253000	2015-05-23 18:30	EDT	3.10	P
USGS	03253000	2015-05-23 18:45	EDT	3.10	P
USGS	03253000	2015-05-23 19:00	EDT	3.09	P
USGS	03253000	2015-05-23 19:15	EDT	3.09	P
USGS	03253000	2015-05-23 19:30	EDT	3.10	P
USGS	03253000	2015-05-23 19:45	EDT	3.10	P
USGS	03253000	2015-05-23 20:00	EDT	3.10	P
USGS	03253000	2015-05-23 20:15	EDT	3.10	P
USGS	03253000	2015-05-23 20:30	EDT	3.10	P
USGS	03253000	2015-05-23 20:45	EDT	3.10	P
USGS	03253000	2015-05-23 21:00	EDT	3.10	P
USGS	03253000	2015-05-23 21:15	EDT	3.10	P
USGS	03253000	2015-05-23 21:30	EDT	3.09	P
USGS	03253000	2015-05-23 21:45	EDT	3.08	P
USGS	03253000	2015-05-23 22:00	EDT	3.09	P
USGS	03253000	2015-05-23 22:15	EDT	3.08	P
USGS	03253000	2015-05-23 22:30	EDT	3.08	P
USGS	03253000	2015-05-23 22:45	EDT	3.09	P
USGS	03253000	2015-05-23 23:00	EDT	3.09	P
USGS	03253000	2015-05-23 23:15	EDT	3.08	P
USGS	03253000	2015-05-23 23:30	EDT	3.09	P
USGS	03253000	2015-05-23 23:45	EDT	3.08	P
USGS	03253000	2015-05-24 00:00	EDT	3.08	P
USGS	03253000	2015-05-24 00:15	EDT	3.09	P
USGS	03253000	2015-05-24 00:30	EDT	3.08	P
USGS	03253000	2015-05-24 00:45	EDT	3.08	P
USGS	03253000	2015-05-24 01:00	EDT	3.08	P
USGS	03253000	2015-05-24 01:15	EDT	3.08	P
USGS	03253000	2015-05-24 01:30	EDT	3.08	P
USGS	03253000	2015-05-24 01:45	EDT	3.08	P
USGS	03253000	2015-05-24 02:00	EDT	3.08	P
USGS	03253000	2015-05-24 02:15	EDT	3.08	P
USGS	03253000	2015-05-24 02:30	EDT	3.08	P
USGS	03253000	2015-05-24 02:45	EDT	3.08	P
USGS	03253000	2015-05-24 03:00	EDT	3.09	P
USGS	03253000	2015-05-24 03:15	EDT	3.09	P
USGS	03253000	2015-05-24 03:30	EDT	3.07	P
USGS	03253000	2015-05-24 03:45	EDT	3.08	P
USGS	03253000	2015-05-24 04:00	EDT	3.08	P
USGS	03253000	2015-05-24 04:15	EDT	3.08	P
USGS	03253000	2015-05-24 04:30	EDT	3.08	P
USGS	03253000	2015-05-24 04:45	EDT	3.08	P
USGS	03253000	2015-05-24 05:00	EDT	3.08	P
USGS	03253000	2015-05-24 05:15	EDT	3.08	P
USGS	03253000	2015-05-24 05:30	EDT	3.07	P
USGS	03253000	2015-05-24 05:45	EDT	3.06	P
USGS	03253000	2015-05-24 06:00	EDT	3.07	P
USGS	03253000	2015-05-24 06:15	EDT	3.08	P
USGS	03253000	2015-05-24 06:30	EDT	3.07	P
USGS	03253000	2015-05-24 06:45	EDT	3.07	P
USGS	03253000	2015-05-24 07:00	EDT	3.07	P
USGS	03253000	2015-05-24 07:15	EDT	3.07	P
USGS	03253000	2015-05-24 07:30	EDT	3.08	P
USGS	03253000	2015-05-24 07:45	EDT	3.08	P
USGS	03253000	2015-05-24 08:00	EDT	3.06	P
USGS	03253000	2015-05-24 08:15	EDT	3.07	P
USGS	03253000	2015-05-24 08:30	EDT	3.07	P
USGS	03253000	2015-05-24 08:45	EDT	3.06	P
USGS	03253000	2015-05-24 09:00	EDT	3.07	P
USGS	03253000	2015-05-24 09:15	EDT	3.07	P
USGS	03253000	2015-05-24 09:30	EDT	3.07	P
USGS	03253000	2015-05-24 09:45	EDT	3.06	P
USGS	03253000	2015-05-24 10:00	EDT	3.06	P
USGS	03253000	2015-05-24 10:15	EDT	3.06	P
USGS	03253000	2015-05-24 10:30	EDT	3.05	P
USGS	03253000	2015-05-24 10:45	EDT	3.05	P
USGS	03253000	2015-05-24 11:00	EDT	3.05	P
USGS	03253000	2015-05-24 11:15	EDT	3.05	P
USGS	03253000	2015-05-24 11:30	EDT	3.05	P
USGS	03253000	2015-05-24 11:45	EDT	3.03	P
USGS	03253000	2015-05-24 12:00	EDT	3.04	P
USGS	03253000	2015-05-24 12:15	EDT	3.05	P
USGS	03253000	2015-05-24 12:30	EDT	3.04	P
USGS	03253000	2015-05-24 12:45	EDT	3.04	P
USGS	03253000	2015-05-24 13:00	EDT	3.04	P
USGS	03253000	2015-05-24 13:15	EDT	3.03	P
USGS	03253000	2015-05-24 13:30	EDT	3.03	P
USGS	03253000	2015-05-24 13:45	EDT	3.03	P
USGS	03253000	2015-05-24 14:00	EDT	3.03	P
USGS	03253000	2015-05-24 14:15	EDT	3.04	P
USGS	03253000	2015-05-24 14:30	EDT	3.02	P
USGS	03253000	2015-05-24 14:45	EDT	3.03	P
USGS	03253000	2015-05-24 15:00	EDT	3.03	P
USGS	03253000	2015-05-24 15:15	EDT	3.02	P
USGS	03253000	2015-05-24 15:30	EDT	3.02	P
USGS	03253000	2015-05-24 15:45	EDT	3.02	P
USGS	03253000	2015-05-24 16:00	EDT	3.03	P
USGS	03253000	2015-05-24 16:15	EDT	3.01	P
USGS	03253000	2015-05-24 16:30	EDT	3.02	P
USGS	03253000	2015-05-24 16:45	EDT	3.03	P
USGS	03253000	2015-05-24 17:00	EDT	3.01	P
USGS	03253000	2015-05-24 17:15	EDT	3.02	P
USGS	03253000	2015-05-24 17:30	EDT	3.01	P
USGS	03253000	2015-05-24 17:45	EDT	3.02	P
USGS	03253000	2015-05-24 18:00	EDT	3.02	P
USGS	03253000	2015-05-24 18:15	EDT	3.02	P
USGS	03253000	2015-05-24 18:30	EDT	3.01	P
USGS	03253000	2015-05-24 18:45	EDT	3.01	P
USGS	03253000	2015-05-24 19:00	EDT	3.01	P
USGS	03253000	2015-05-24 19:15	EDT	3.02	P
USGS	03253000	2015-05-24 19:30	EDT	3.01	P
USGS	03253000	2015-05-24 19:45	EDT	3.00	P
USGS	03253000	2015-05-24 20:00	EDT	3.01	P
USGS	03253000	2015-05-24 20:15	EDT	3.02	P
USGS	03253000	2015-05-24 20:30	EDT	3.02	P
USGS	03253000	2015-05-24 20:45	EDT	3.00	P
USGS	03253000	2015-05-24 21:00	EDT	3.01	P
USGS	03253000	2015-05-24 21:15	EDT	3.02	P
USGS	03253000	2015-05-24 21:30	EDT	3.02	P
USGS	03253000	2015-05-24 21:45	EDT	3.02	P
USGS	03253000	2015-05-24 22:00	EDT	3.02	P
USGS	03253000	2015-05-24 22:15	EDT	3.02	P
USGS	03253000	2015-05-24 22:30	EDT	3.01	P
USGS	03253000	2015-05-24 22:45	EDT	3.02	P
USGS	03253000	2015-05-24 23:00	EDT	3.02	P
USGS	03253000	2015-05-24 23:15	EDT	3.01	P
USGS	03253000	2015-05-24 23:30	EDT	3.01	P
USGS	03253000	2015-05-24 23:45	EDT	3.01	P
USGS	03253000	2015-05-25 00:00	EDT	3.00	P
USGS	03253000	2015-05-25 00:15	EDT	3.01	P
USGS	03253000	2015-05-25 00:30	EDT	3.01	P
USGS	03253000	2015-05-25 00:45	EDT	3.00	P
USGS	03253000	2015-05-25 01:00	EDT	3.01	P
USGS	03253000	2015-05-25 01:15	EDT	3.00	P
USGS	03253000	2015-05-25 01:30	EDT	3.00	P
USGS	03253000	2015-05-25 01:45	EDT	3.00	P
USGS	03253000	2015-05-25 02:00	EDT	2.99	P
USGS	03253000	2015-05-25 02:15	EDT	3.00	P
USGS	03253000	2015-05-25 02:30	EDT	3.00	P
USGS	03253000	2015-05-25 02:45	EDT	3.00	P
USGS	03253000	2015-05-25 03:00	EDT	2.99	P
USGS	03253000	2015-05-25 03:15	EDT	2.99	P
USGS	03253000	2015-05-25 03:30	EDT	3.00	P
USGS	03253000	2015-05-25 03:45	EDT	3.00	P
USGS	03253000	2015-05-25 04:00	EDT	3.00	P
USGS	03253000	2015-05-25 04:15	EDT	2.99	P
USGS	03253000	2015-05-25 04:30	EDT	3.00	P
USGS	03253000	2015-05-25 04:45	EDT	3.00	P
USGS	03253000	2015-05-25 05:00	EDT	3.00	P
USGS	03253000	2015-05-25 05:15	EDT	3.00	P
USGS	03253000	2015-05-25 05:30	EDT	3.00	P
USGS	03253000	2015-05-25 05:45	EDT	3.00	P
USGS	03253000	2015-05-25 06:00	EDT	2.99	P
USGS	03253000	2015-05-25 06:15	EDT	3.00	P
USGS	03253000	2015-05-25 06:30	EDT	2.99	P
USGS	03253000	2015-05-25 06:45	EDT	3.00	P
USGS	03253000	2015-05-25 07:00	EDT	3.00	P
USGS	03253000	2015-05-25 07:15	EDT	3.00	P
USGS	03253000	2015-05-25 07:30	EDT	3.00	P
USGS	03253000	2015-05-25 07:45	EDT	3.00	P
USGS	03253000	2015-05-25 08:00	EDT	3.00	P
USGS	03253000	2015-05-25 08:15	EDT	2.99	P
USGS	03253000	2015-05-25 08:30	EDT	2.99	P
USGS	03253000	2015-05-25 08:45	EDT	3.00	P
USGS	03253000	2015-05-25 09:00	EDT	3.00	P
USGS	03253000	2015-05-25 09:15	EDT	3.00	P
USGS	03253000	2015-05-25 09:30	EDT	3.01	P
USGS	03253000	2015-05-25 09:45	EDT	3.00	P
USGS	03253000	2015-05-25 10:00	EDT	3.00	P
USGS	03253000	2015-05-25 10:15	EDT	3.00	P
USGS	03253000	2015-05-25 10:30	EDT	3.00	P
USGS	03253000	2015-05-25 10:45	EDT	2.99	P
USGS	03253000	2015-05-25 11:00	EDT	2.99	P
USGS	03253000	2015-05-25 11:15	EDT	2.99	P
USGS	03253000	2015-05-25 11:30	EDT	2.99	P
USGS	03253000	2015-05-25 11:45	EDT	2.99	P
USGS	03253000	2015-05-25 12:00	EDT	2.99	P
USGS	03253000	2015-05-25 12:15	EDT	2.99	P
USGS	03253000	2015-05-25 12:30	EDT	2.98	P
USGS	03253000	2015-05-25 12:45	EDT	2.98	P
USGS	03253000	2015-05-25 13:00	EDT	2.99	P
USGS	03253000	2015-05-25 13:15	EDT	2.98	P
USGS	03253000	2015-05-25 13:30	EDT	2.98	P
USGS	03253000	2015-05-25 13:45	EDT	2.98	P
USGS	03253000	2015-05-25 14:00	EDT	2.99	P
USGS	03253000	2015-05-25 14:15	EDT	2.98	P
USGS	03253000	2015-05-25 14:30	EDT	2.98	P
USGS	03253000	2015-05-25 14:45	EDT	2.98	P
USGS	03253000	2015-05-25 15:00	EDT	2.99	P
USGS	03253000	2015-05-25 15:15	EDT	2.98	P
USGS	03253000	2015-05-25 15:30	EDT	2.99	P
USGS	03253000	2015-05-25 15:45	EDT	2.97	P
USGS	03253000	2015-05-25 16:00	EDT	2.97	P
USGS	03253000	2015-05-25 16:15	EDT	2.98	P
USGS	03253000	2015-05-25 16:30	EDT	2.97	P
USGS	03253000	2015-05-25 16:45	EDT	2.97	P
USGS	03253000	2015-05-25 17:00	EDT	2.97	P
USGS	03253000	2015-05-25 17:15	EDT	2.98	P
USGS	03253000	2015-05-25 17:30	EDT	2.97	P
USGS	03253000	2015-05-25 17:45	EDT	2.96	P
USGS	03253000	2015-05-25 18:00	EDT	2.97	P
USGS	03253000	2015-05-25 18:15	EDT	2.96	P
USGS	03253000	2015-05-25 18:30	EDT	2.97	P
USGS	03253000	2015-05-25 18:45	EDT	2.97	P
USGS	03253000	2015-05-25 19:00	EDT	2.95	P
USGS	03253000	2015-05-25 19:15	EDT	2.98	P
USGS	03253000	2015-05-25 19:30	EDT	2.97	P
USGS	03253000	2015-05-25 19:45	EDT	2.97	P
USGS	03253000	2015-05-25 20:00	EDT	2.97	P
USGS	03253000	2015-05-25 20:15	EDT	2.97	P
USGS	03253000	2015-05-25 20:30	EDT	2.97	P
USGS	03253000	2015-05-25 20:45	EDT	2.97	P
USGS	03253000	2015-05-25 21:00	EDT	2.97	P
USGS	03253000	2015-05-25 21:15	EDT	2.98	P
USGS	03253000	2015-05-25 21:30	EDT	2.97	P
USGS	03253000	2015-05-25 21:45	EDT	2.98	P
USGS	03253000	2015-05-25 22:00	EDT	2.97	P
USGS	03253000	2015-05-25 22:15	EDT	2.96	P
USGS	03253000	2015-05-25 22:30	EDT	2.97	P
USGS	03253000	2015-05-25 22:45	EDT	2.97	P
USGS	03253000	2015-05-25 23:00	EDT	2.98	P
USGS	03253000	2015-05-25 23:15	EDT	2.97	P
USGS	03253000	2015-05-25 23:30	EDT	2.96	P
USGS	03253000	2015-05-25 23:45	EDT	2.96	P
USGS	03253000	2015-05-26 00:00	EDT	2.96	P
USGS	03253000	2015-05-26 00:15	EDT	2.96	P
USGS	03253000	2015-05-26 00:30	EDT	2.97	P
USGS	03253000	2015-05-26 00:45	EDT	2.96	P
USGS	03253000	2015-05-26 01:00	EDT	2.96	P
USGS	03253000	2015-05-26 01:15	EDT	2.96	P
USGS	03253000	2015-05-26 01:30	EDT	2.96	P
USGS	03253000	2015-05-26 01:45	EDT	2.95	P
USGS	03253000	2015-05-26 02:00	EDT	2.96	P
USGS	03253000	2015-05-26 02:15	EDT	2.95	P
USGS	03253000	2015-05-26 02:30	EDT	2.96	P
USGS	03253000	2015-05-26 02:45	EDT	2.95	P
USGS	03253000	2015-05-26 03:00	EDT	2.95	P
USGS	03253000	2015-05-26 03:15	EDT	2.96	P
USGS	03253000	2015-05-26 03:30	EDT	2.95	P
USGS	03253000	2015-05-26 03:45	EDT	2.96	P
USGS	03253000	2015-05-26 04:00	EDT	2.95	P
USGS	03253000	2015-05-26 04:15	EDT	2.95	P
USGS	03253000	2015-05-26 04:30	EDT	2.96	P
USGS	03253000	2015-05-26 04:45	EDT	2.96	P
USGS	03253000	2015-05-26 05:00	EDT	2.95	P
USGS	03253000	2015-05-26 05:15	EDT	2.95	P
USGS	03253000	2015-05-26 05:30	EDT	2.95	P
USGS	03253000	2015-05-26 05:45	EDT	2.95	P
USGS	03253000	2015-05-26 06:00	EDT	2.94	P
USGS	03253000	2015-05-26 06:15	EDT	2.95	P
USGS	03253000	2015-05-26 06:30	EDT	2.94	P
USGS	03253000	2015-05-26 06:45	EDT	2.95	P
USGS	03253000	2015-05-26 07:00	EDT	2.94	P
USGS	03253000	2015-05-26 07:15	EDT	2.94	P
USGS	03253000	2015-05-26 07:30	EDT	2.95	P
USGS	03253000	2015-05-26 07:45	EDT	2.94	P
USGS	03253000	2015-05-26 08:00	EDT	2.94	P
USGS	03253000	2015-05-26 08:15	EDT	2.94	P
USGS	03253000	2015-05-26 08:30	EDT	2.95	P
USGS	03253000	2015-05-26 08:45	EDT	2.94	P
USGS	03253000	2015-05-26 09:00	EDT	2.94	P
USGS	03253000	2015-05-26 09:15	EDT	2.94	P
USGS	03253000	2015-05-26 09:30	EDT	2.94	P
USGS	03253000	2015-05-26 09:45	EDT	2.94	P
USGS	03253000	2015-05-26 10:00	EDT	2.93	P
USGS	03253000	2015-05-26 10:15	EDT	2.93	P
USGS	03253000	2015-05-26 10:30	EDT	2.93	P
USGS	03253000	2015-05-26 10:45	EDT	2.93	P
USGS	03253000	2015-05-26 11:00	EDT	2.93	P
USGS	03253000	2015-05-26 11:15	EDT	2.92	P
USGS	03253000	2015-05-26 11:30	EDT	2.92	P
USGS	03253000	2015-05-26 11:45	EDT	2.92	P
USGS	03253000	2015-05-26 12:00	EDT	2.91	P
USGS	03253000	2015-05-26 12:15	EDT	2.92	P
USGS	03253000	2015-05-26 12:30	EDT	2.91	P
USGS	03253000	2015-05-26 12:45	EDT	2.92	P
USGS	03253000	2015-05-26 13:00	EDT	2.91	P
USGS	03253000	2015-05-26 13:15	EDT	2.91	P
USGS	03253000	2015-05-26 13:30	EDT	2.91	P
USGS	03253000	2015-05-26 13:45	EDT	2.90	P
USGS	03253000	2015-05-26 14:00	EDT	2.91	P
USGS	03253000	2015-05-26 14:15	EDT	2.91	P
USGS	03253000	2015-05-26 14:30	EDT	2.92	P
USGS	03253000	2015-05-26 14:45	EDT	2.92	P
USGS	03253000	2015-05-26 15:00	EDT	2.91	P
USGS	03253000	2015-05-26 15:15	EDT	2.92	P
USGS	03253000	2015-05-26 15:30	EDT	2.91	P
USGS	03253000	2015-05-26 15:45	EDT	2.91	P
USGS	03253000	2015-05-26 16:00	EDT	2.91	P
USGS	03253000	2015-05-26 16:15	EDT	2.90	P
USGS	03253000	2015-05-26 16:30	EDT	2.91	P
USGS	03253000	2015-05-26 16:45	EDT	2.90	P
USGS	03253000	2015-05-26 17:00	EDT	2.90	P
USGS	03253000	2015-05-26 17:15	EDT	2.90	P
USGS	03253000	2015-05-26 17:30	EDT	2.91	P
USGS	03253000	2015-05-26 17:45	EDT	2.91	P
USGS	03253000	2015-05-26 18:00	EDT	2.90	P
USGS	03253000	2015-05-26 18:15	EDT	2.92	P
USGS	03253000	2015-05-26 18:30	EDT	2.92	P
USGS	03253000	2015-05-26 18:45	EDT	2.92	P
USGS	03253000	2015-05-26 19:00	EDT	2.92	P
USGS	03253000	2015-05-26 19:15	EDT	2.94	P
USGS	03253000	2015-05-26 19:30	EDT	2.95	P
USGS	03253000	2015-05-26 19:45	EDT	2.95	P
USGS	03253000	2015-05-26 20:00	EDT	2.95	P
USGS	03253000	2015-05-26 20:15	EDT	2.95	P
USGS	03253000	2015-05-26 20:30	EDT	2.95	P
USGS	03253000	2015-05-26 20:45	EDT	2.95	P
USGS	03253000	2015-05-26 21:00	EDT	2.94	P
USGS	03253000	2015-05-26 21:15	EDT	2.95	P
USGS	03253000	2015-05-26 21:30	EDT	2.96	P
USGS	03253000	2015-05-26 21:45	EDT	2.95	P
USGS	03253000	2015-05-26 22:00	EDT	2.94	P
USGS	03253000	2015-05-26 22:15	EDT	2.94	P
USGS	03253000	2015-05-26 22:30	EDT	2.94	P
USGS	03253000	2015-05-26 22:45	EDT	2.95	P
USGS	03253000	2015-05-26 23:00	EDT	2.95	P
USGS	03253000	2015-05-26 23:15	EDT	2.95	P
USGS	03253000	2015-05-26 23:30	EDT	2.95	P
USGS	03253000	2015-05-26 23:45	EDT	2.94	P
USGS	03253000	2015-05-27 00:00	EDT	2.94	P
USGS	03253000	2015-05-27 00:15	EDT	2.94	P
USGS	03253000	2015-05-27 00:30	EDT	2.94	P
USGS	03253000	2015-05-27 00:45	EDT	2.94	P
USGS	03253000	2015-05-27 01:00	EDT	2.94	P
USGS	03253000	2015-05-27 01:15	EDT	2.93	P
USGS	03253000	2015-05-27 01:30	EDT	2.94	P
USGS	03253000	2015-05-27 01:45	EDT	2.93	P
USGS	03253000	2015-05-27 02:00	EDT	2.93	P
USGS	03253000	2015-05-27 02:15	EDT	2.93	P
USGS	03253000	2015-05-27 02:30	EDT	2.93	P
USGS	03253000	2015-05-27 02:45	EDT	2.93	P
USGS	03253000	2015-05-27 03:00	EDT	2.93	P
USGS	03253000	2015-05-27 03:15	EDT	2.93	P
USGS	03253000	2015-05-27 03:30	EDT	2.93	P
USGS	03253000	2015-05-27 03:45	EDT	2.93	P
USGS	03253000	2015-05-27 04:00	EDT	2.93	P
USGS	03253000	2015-05-27 04:15	EDT	2.93	P
USGS	03253000	2015-05-27 04:30	EDT	2.93	P
USGS	03253000	2015-05-27 04:45	EDT	2.93	P
USGS	03253000	2015-05-27 05:00	EDT	2.93	P
USGS	03253000	2015-05-27 05:15	EDT	2.93	P
USGS	03253000	2015-05-27 05:30	EDT	2.92	P
USGS	03253000	2015-05-27 05:45	EDT	2.92	P
USGS	03253000	2015-05-27 06:00	EDT	2.92	P
USGS	03253000	2015-05-27 06:15	EDT	2.92	P
USGS	03253000	2015-05-27 06:30	EDT	2.92	P
USGS	03253000	2015-05-27 06:45	EDT	2.92	P
USGS	03253000	2015-05-27 07:00	EDT	2.92	P
USGS	03253000	2015-05-27 07:15	EDT	2.92	P
USGS	03253000	2015-05-27 07:30	EDT	2.92	P
USGS	03253000	2015-05-27 07:45	EDT	2.92	P
USGS	03253000	2015-05-27 08:00	EDT	2.91	P
USGS	03253000	2015-05-27 08:15	EDT	2.92	P
USGS	03253000	2015-05-27 08:30	EDT	2.92	P
USGS	03253000	2015-05-27 08:45	EDT	2.91	P
USGS	03253000	2015-05-27 09:00	EDT	2.91	P
USGS	03253000	2015-05-27 09:15	EDT	2.92	P
USGS	03253000	2015-05-27 09:30	EDT	2.91	P
USGS	03253000	2015-05-27 09:45	EDT	2.91	P
USGS	03253000	2015-05-27 10:00	EDT	2.91	P
USGS	03253000	2015-05-27 10:15	EDT	2.91	P
USGS	03253000	2015-05-27 10:30	EDT	2.91	P
USGS	03253000	2015-05-27 10:45	EDT	2.90	P
USGS	03253000	2015-05-27 11:00	EDT	2.90	P
USGS	03253000	2015-05-27 11:15	EDT	2.90	P
USGS	03253000	2015-05-27 11:30	EDT	2.90	P
USGS	03253000	2015-05-27 11:45	EDT	2.90	P
USGS	03253000	2015-05-27 12:00	EDT	2.90	P
USGS	03253000	2015-05-27 12:15	EDT	2.89	P
USGS	03253000	2015-05-27 12:30	EDT	2.89	P
USGS	03253000	2015-05-27 12:45	EDT	2.89	P
USGS	03253000	2015-05-27 13:00	EDT	2.89	P
USGS	03253000	2015-05-27 13:15	EDT	2.89	P
USGS	03253000	2015-05-27 13:30	EDT	2.88	P
USGS	03253000	2015-05-27 13:45	EDT	2.88	P
USGS	03253000	2015-05-27 14:00	EDT	2.89	P
USGS	03253000	2015-05-27 14:15	EDT	2.88	P
USGS	03253000	2015-05-27 14:30	EDT	2.88	P
USGS	03253000	2015-05-27 14:45	EDT	2.88	P
USGS	03253000	2015-05-27 15:00	EDT	2.88	P
USGS	03253000	2015-05-27 15:15	EDT	2.87	P
USGS	03253000	2015-05-27 15:30	EDT	2.88	P
USGS	03253000	2015-05-27 15:45	EDT	2.88	P
USGS	03253000	2015-05-27 16:00	EDT	2.88	P
USGS	03253000	2015-05-27 16:15	EDT	2.88	P
USGS	03253000	2015-05-27 16:30	EDT	2.88	P
USGS	03253000	2015-05-27 16:45	EDT	2.88	P
USGS	03253000	2015-05-27 17:00	EDT	2.87	P
USGS	03253000	2015-05-27 17:15	EDT	2.88	P
USGS	03253000	2015-05-27 17:30	EDT	2.88	P
USGS	03253000	2015-05-27 17:45	EDT	2.88	P
USGS	03253000	2015-05-27 18:00	EDT	2.88	P
USGS	03253000	2015-05-27 18:15	EDT	2.89	P
USGS	03253000	2015-05-27 18:30	EDT	2.89	P
USGS	03253000	2015-05-27 18:45	EDT	2.88	P
USGS	03253000	2015-05-27 19:00	EDT	2.89	P
USGS	03253000	2015-05-27 19:15	EDT	2.88	P
USGS	03253000	2015-05-27 19:30	EDT	2.89	P
USGS	03253000	2015-05-27 19:45	EDT	2.89	P
USGS	03253000	2015-05-27 20:00	EDT	2.89	P
USGS	03253000	2015-05-27 20:15	EDT	2.89	P
USGS	03253000	2015-05-27 20:30	EDT	2.89	P
USGS	03253000	2015-05-27 20:45	EDT	2.89	P
USGS	03253000	2015-05-27 21:00	EDT	2.90	P
USGS	03253000	2015-05-27 21:15	EDT	2.89	P
USGS	03253000	2015-05-27 21:30	EDT	2.90	P
USGS	03253000	2015-05-27 21:45	EDT	2.89	P
USGS	03253000	2015-05-27 22:00	EDT	2.90	P
USGS	03253000	2015-05-27 22:15	EDT	2.90	P
USGS	03253000	2015-05-27 22:30	EDT	2.90	P
USGS	03253000	2015-05-27 22:45	EDT	2.90	P
USGS	03253000	2015-05-27 23:00	EDT	2.90	P
USGS	03253000	2015-05-27 23:15	EDT	2.90	P
USGS	03253000	2015-05-27 23:30	EDT	2.90	P
USGS	03253000	2015-05-27 23:45	EDT	2.90	P
USGS	03253000	2015-05-28 00:00	EDT	2.90	P
USGS	03253000	2015-05-28 00:15	EDT	2.90	P
USGS	03253000	2015-05-28 00:30	EDT	2.90	P
USGS	03253000	2015-05-28 00:45	EDT	2.90	P
USGS	03253000	2015-05-28 01:00	EDT	2.90	P
USGS	03253000	2015-05-28 01:15	EDT	2.91	P
USGS	03253000	2015-05-28 01:30	EDT	2.91	P
USGS	03253000	2015-05-28 01:45	EDT	2.90	P
USGS	03253000	2015-05-28 02:00	EDT	2.91	P
USGS	03253000	2015-05-28 02:15	EDT	2.91	P
USGS	03253000	2015-05-28 02:30	EDT	2.90	P
USGS	03253000	2015-05-28 02:45	EDT	2.90	P
USGS	03253000	2015-05-28 03:00	EDT	2.91	P
USGS	03253000	2015-05-28 03:15	EDT	2.91	P
USGS	03253000	2015-05-28 03:30	EDT	2.91	P
USGS	03253000	2015-05-28 03:45	EDT	2.91	P
USGS	03253000	2015-05-28 04:00	EDT	2.91	P
USGS	03253000	2015-05-28 04:15	EDT	2.91	P
USGS	03253000	2015-05-28 04:30	EDT	2.91	P
USGS	03253000	2015-05-28 04:45	EDT	2.92	P
USGS	03253000	2015-05-28 05:00	EDT	2.92	P
USGS	03253000	2015-05-28 05:15	EDT	2.92	P
USGS	03253000	2015-05-28 05:30	EDT	2.92	P
USGS	03253000	2015-05-28 05:45	EDT	2.92	P
USGS	03253000	2015-05-28 06:00	EDT	2.92	P
USGS	03253000	2015-05-28 06:15	EDT	2.92	P
USGS	03253000	2015-05-28 06:30	EDT	2.92	P
USGS	03253000	2015-05-28 06:45	EDT	2.93	P
USGS	03253000	2015-05-28 07:00	EDT	2.93	P
USGS	03253000	2015-05-28 07:15	EDT	2.93	P
USGS	03253000	2015-05-28 07:30	EDT	2.92	P
USGS	03253000	2015-05-28 07:45	EDT	2.92	P
USGS	03253000	2015-05-28 08:00	EDT	2.92	P
USGS	03253000	2015-05-28 08:15	EDT	2.92	P
USGS	03253000	2015-05-28 08:30	EDT	2.93	P
USGS	03253000	2015-05-28 08:45	EDT	2.92	P
USGS	03253000	2015-05-28 09:00	EDT	2.92	P
USGS	03253000	2015-05-28 09:15	EDT	2.92	P
USGS	03253000	2015-05-28 09:30	EDT	2.92	P
USGS	03253000	2015-05-28 09:45	EDT	2.93	P
USGS	03253000	2015-05-28 10:00	EDT	2.93	P
USGS	03253000	2015-05-28 10:15	EDT	2.93	P
USGS	03253000	2015-05-28 10:30	EDT	2.93	P
USGS	03253000	2015-05-28 10:45	EDT	2.93	P
USGS	03253000	2015-05-28 11:00	EDT	2.94	P
USGS	03253000	2015-05-28 11:15	EDT	2.93	P
USGS	03253000	2015-05-28 11:30	EDT	2.93	P
